"","avg_pop","max_pop","min_pop","med_pop","n","id"
"2027",30.35,46,24,28.5,20,1541
"2028",54.3076923076923,61,48,54,13,1957
"2029",6.33333333333333,26,2,4,12,938
"2030",20.2,32,15,19.5,10,251
"2031",14.1111111111111,22,11,13,9,1109
"2032",27.4,33,24,26.5,10,1983
"2033",20.4,35,13,16.5,20,955
"2034",19.3571428571429,28,12,18,14,1912
"2035",4.90909090909091,9,3,4,11,235
"2036",32.4166666666667,53,25,29,12,1711
"2037",30.3333333333333,55,22,28,12,1452
"2038",65.3333333333333,78,59,63,9,1415
"2039",34.9,47,27,34,10,913
"2040",17.1818181818182,25,12,16,11,617
"2041",34.8181818181818,49,26,34,11,333
"2042",34.4615384615385,48,25,34,13,1823
"2043",41.5333333333333,56,32,42,15,510
"2044",32.1,47,21,30,10,1880
"2045",36.5,39,33,37,10,1200
"2046",47.8,61,41,46.5,10,1603
"2047",5.95,18,1,4,20,814
"2048",20.875,31,14,20.5,16,2195
"2049",28.9,40,23,25,10,1558
"2050",21.8,29,18,20.5,10,1987
"2051",74.9285714285714,91,66,70.5,14,1267
"2052",71.625,84,61,71.5,16,1943
"2053",24.8461538461538,55,13,21,13,801
"2054",41.8333333333333,59,32,42.5,12,2228
"2055",31.7272727272727,41,26,31,11,123
"2056",17.1,36,8,13,10,473
"2057",22.4666666666667,37,17,20,15,377
"2058",30.0909090909091,48,21,27,11,1118
"2059",32.35,60,23,30.5,20,121
"2060",37.1111111111111,55,31,36,9,632
"2061",12.6363636363636,22,8,11,11,83
"2062",10.7,19,7,10,10,1192
"2063",50.3333333333333,74,41,45,15,1142
"2064",3.33333333333333,6,1,3,3,992
"2065",12.2222222222222,22,6,10,9,1163
"2066",30.9090909090909,38,26,29,11,1840
"2067",6.25,18,3,5.5,12,1309
"2068",16.1,27,11,15.5,20,2146
"2069",17,22,14,17,7,149
"2070",21,28,16,20.5,6,787
"2071",11.6153846153846,24,7,10,13,606
"2072",35.1538461538462,48,22,32,13,521
"2073",20.1,32,14,19,10,803
"2074",6.90909090909091,13,3,7,11,871
"2075",32.6363636363636,50,24,31,11,175
"2076",27.2,40,19,26.5,10,1699
"2077",7.85714285714286,12,5,8,7,509
"2078",11,19,6,11.5,10,920
"2079",13.5833333333333,20,10,13,12,1808
"2080",25.5,49,17,21.5,10,114
"2081",32.7272727272727,41,28,32,11,1976
"2082",11.5833333333333,30,5,10,12,1639
"2083",50.7692307692308,65,39,51,13,415
"2084",31.0833333333333,51,20,26,12,541
"2085",23.75,42,19,21,8,1187
"2086",16,29,0,14.5,14,1845
"2087",42.9166666666667,53,36,42,12,1889
"2088",16,29,11,14.5,10,169
"2089",53.9,64,44,55,10,718
"2090",12.6,22,8,12,10,1448
"2091",32.1818181818182,46,25,28,11,1472
"2092",21.8181818181818,33,16,20,11,746
"2093",29.6363636363636,38,25,29,11,1691
"2094",42.6,57,33,39.5,10,973
"2095",43.3846153846154,52,37,44,13,2139
"2096",15.3333333333333,23,10,14,9,1360
"2097",20.8,38,14,17.5,10,1697
"2098",32.4545454545455,43,26,30,11,1166
"2099",56.9166666666667,67,0,61,12,2161
"2100",7.36363636363636,18,3,6,11,837
"2101",8.55555555555556,19,4,6,9,298
"2102",11.5,20,6,10,10,28
"2103",3.45454545454545,8,1,2,11,761
"2104",29,38,19,27.5,10,1375
"2105",71.7647058823529,82,64,72,17,53
"2106",1.4,4,0,1,10,244
"2107",9.5,16,5,9.5,10,410
"2108",24.0909090909091,32,17,23,11,1459
"2109",29.8888888888889,43,23,28,9,202
"2110",24.6666666666667,33,18,24,9,848
"2111",18.5,22,14,19,10,1746
"2112",56.2,66,48,58,10,54
"2113",2.75,9,1,2,12,707
"2114",9,15,5,8,11,2116
"2115",14.6,29,6,12,10,466
"2116",19.9166666666667,35,12,16.5,12,258
"2117",21.8181818181818,40,14,19,11,1658
"2118",7.54545454545455,21,2,5,11,129
"2119",42.4166666666667,54,37,41.5,12,2266
"2120",42.8461538461538,56,5,44,13,164
"2121",56.5333333333333,64,51,56,15,1550
"2122",18.1666666666667,34,12,16,12,1899
"2123",63,71,58,63,11,1893
"2124",21.5,33,13,21,10,998
"2125",25.6923076923077,58,17,22,13,494
"2126",30.5833333333333,36,23,31.5,12,888
"2127",37.3333333333333,52,29,35,12,2268
"2128",29,51,20,25,8,934
"2129",40.2,73,1,41,20,1317
"2130",67.8333333333333,82,9,72,12,720
"2131",65.4375,76,54,65.5,16,1566
"2132",25.1052631578947,54,17,22,19,80
"2133",20.0909090909091,31,13,19,11,301
"2134",12.8666666666667,25,0,13,15,523
"2135",13.6666666666667,24,10,13,12,789
"2136",32.8,40,27,32.5,10,2088
"2137",6.875,18,3,5.5,8,355
"2138",11.75,22,7,10.5,8,1308
"2139",13.1,29,0,15,20,1055
"2140",26.1428571428571,33,18,26,7,528
"2141",39.0833333333333,64,32,37,12,337
"2142",28.3636363636364,50,0,32,11,21
"2143",15.5384615384615,39,0,15,13,1214
"2144",25.3,43,16,22.5,10,677
"2145",27.2142857142857,45,0,26,14,1601
"2146",42.4444444444444,61,31,40,18,686
"2147",21.8,36,13,20,10,616
"2148",19,23,16,19,14,404
"2149",20.0714285714286,25,16,19.5,14,742
"2150",25,39,20,23.5,20,1927
"2151",24.8,48,14,22,20,361
"2152",38.25,52,31,36.5,8,855
"2153",21.0588235294118,26,15,20,17,783
"2154",8.25,29,0,6.5,20,1525
"2155",15.75,22,11,16.5,12,1758
"2156",21.85,33,14,21,20,1910
"2157",10.2142857142857,16,5,9.5,14,2178
"2158",2.125,4,1,2,8,307
"2159",14.5555555555556,29,8,12,9,317
"2160",18.4,35,12,15.5,10,894
"2161",37,49,29,35,13,1770
"2162",43.5833333333333,56,9,45,12,2055
"2163",58,72,51,59,9,1190
"2164",54,60,48,53,8,2095
"2165",23,38,15,21,10,2004
"2166",28.6666666666667,57,20,24,9,278
"2167",26.9166666666667,36,18,27,12,1615
"2168",35.0909090909091,49,10,38,11,157
"2169",49.5,64,39,49,10,1622
"2170",51.75,66,42,50.5,16,2032
"2171",16,24,9,15,13,1036
"2172",5.5,11,3,4,10,52
"2173",8.16666666666667,29,3,6,12,1680
"2174",8.08333333333333,14,5,7,12,711
"2175",5.375,18,2,3,8,1334
"2176",17.4666666666667,35,10,15,15,846
"2177",40.3,47,34,41.5,10,2119
"2178",38.2,52,31,37,10,1533
"2179",13.2222222222222,20,8,12,9,1350
"2180",25.6666666666667,40,20,24,9,1902
"2181",38.3636363636364,51,32,36,11,1098
"2182",6.3,19,3,4.5,10,218
"2183",13.8,19,7,14.5,10,531
"2184",48.3,58,42,48.5,10,1071
"2185",33.8,41,29,34,10,1080
"2186",35.3333333333333,51,1,36,12,1842
"2187",36.5,43,29,36,10,1904
"2188",24.5833333333333,44,15,22.5,12,1342
"2189",58.3333333333333,72,52,55.5,12,1951
"2190",53.7,68,46,52.5,10,571
"2191",53,62,8,57.5,10,1941
"2192",24.0909090909091,29,20,24,11,2015
"2193",23.3333333333333,34,15,21,9,201
"2194",16.1111111111111,25,11,15,9,757
"2195",9.28571428571429,18,5,9,14,923
"2196",33.1,40,30,32.5,10,2039
"2197",33.7,49,26,31.5,10,858
"2198",37.9,54,28,35.5,10,916
"2199",35.3,49,26,34,10,1507
"2200",37.5,46,31,36,12,2267
"2201",13.5263157894737,18,9,13,19,1043
"2202",25.1,41,18,22.5,10,2202
"2203",25.2727272727273,50,18,23,11,727
"2204",36,44,31,35,20,2009
"2205",8.38461538461539,14,6,8,13,394
"2206",29.2727272727273,44,20,29,11,470
"2207",24.7,44,18,21.5,10,1873
"2208",31.3333333333333,37,27,30,12,2079
"2209",13.65,19,8,13.5,20,1301
"2210",12.9,37,7,9.5,10,1490
"2211",14.125,17,12,14,8,723
"2212",22.1666666666667,30,16,22.5,12,1146
"2213",11.7692307692308,32,5,8,13,1670
"2214",9.47058823529412,13,7,9,17,1040
"2215",25,35,17,26.5,10,743
"2216",22.1818181818182,35,16,19,11,61
"2217",19.8181818181818,29,15,18,11,329
"2218",20.2727272727273,32,14,18,11,852
"2219",24.5454545454545,34,14,24,11,1425
"2220",46.7272727272727,65,36,47,11,1737
"2221",55.4545454545455,61,51,54,11,2035
"2222",24.75,29,22,24.5,8,2190
"2223",11,17,7,9,9,1271
"2224",42,48,36,43,11,1555
"2225",18,29,11,16,10,1499
"2226",4.625,24,0,1,8,967
"2227",32,45,24,31,7,439
"2228",22.6363636363636,41,14,18,11,1240
"2229",24.6,38,19,22,10,1172
"2230",29.3,37,23,30,10,2057
"2231",3.54545454545455,14,1,3,11,115
"2232",17.25,26,13,15.5,12,181
"2233",12.6363636363636,20,7,13,11,1210
"2234",14.4285714285714,18,11,14.5,14,1693
"2235",16.8888888888889,26,13,15,9,912
"2236",12.8,32,0,11,15,1839
"2237",62.3,73,42,65,10,568
"2238",3.44444444444444,7,2,2,9,243
"2239",7.54545454545455,23,3,5,11,943
"2240",11.8181818181818,25,5,10,11,906
"2241",42.0909090909091,50,37,41,11,1963
"2242",55.25,65,47,52.5,8,2044
"2243",41.3125,57,33,39.5,16,154
"2244",37.5294117647059,58,0,39,17,2239
"2245",25.1111111111111,44,18,21,9,1058
"2246",34.9230769230769,45,28,34,13,1979
"2247",42.0666666666667,66,26,43,15,461
"2248",43.2857142857143,66,24,41,14,1007
"2249",25.5714285714286,32,19,26,7,119
"2250",5.23076923076923,12,0,4,13,483
"2251",34,49,23,30.5,14,604
"2252",36.75,52,26,32.5,12,1649
"2253",21.4,30,15,20,15,275
"2254",35.75,46,29,36,12,22
"2255",51.5789473684211,70,40,49,19,785
"2256",50.0833333333333,75,42,46,12,795
"2257",25.3,37,19,25,10,2191
"2258",53.2857142857143,70,43,51,14,1523
"2259",52.3333333333333,64,45,52,12,2255
"2260",43.5,56,37,42,16,1515
"2261",52.8181818181818,77,41,49,11,1514
"2262",34.4,50,25,33.5,10,5
"2263",46.5833333333333,61,37,42.5,12,1099
"2264",44.5833333333333,64,34,43,12,1879
"2265",51.25,67,45,48,20,468
"2266",56.5454545454545,65,51,54,11,1914
"2267",26,39,20,24,10,2037
"2268",2.21428571428571,9,1,2,14,310
