"avg_pop","max_pop","min_pop","med_pop","n","id"
39.3,47,33,39,10,"aldousharding2022warris"
55.4545454545455,61,51,54,11,"willow2022copism"
20.7692307692308,31,16,20,13,"bigjoanie2022bacome"
26,39,20,24,10,"zolajesus2022arkhon"
39.6923076923077,57,31,39,13,"syd2022brolub"
33.1,40,30,32.5,10,"whitelung2022preion"
40.2727272727273,57,34,40,11,"fatherjohnmisty2022chlury"
30.7,39,25,30.5,10,"destroyer2022labtis"
70.6,74,68,70.5,10,"arcticmonkeys2022thecar"
33.4166666666667,46,29,32.5,12,"horsegirl2022vernce"
55.25,65,47,52.5,8,"yeahyeahyeahs2022cooown"
48.3,56,41,48.5,10,"koffee2022gifted"
24.4375,38,19,24.5,16,"johnnymarr2022fevs14"
29.4,33,26,29,10,"archersofloaf2022reaine"
53.2727272727273,67,45,52,11,"muna2022mununa"
25.7692307692308,33,20,25,13,"thelightningseeds2022seears"
54.2307692307692,65,47,54,13,"ethelcain2022preter"
22.3,29,20,21.5,10,"robynhitchcock2022shunia"
37.4615384615385,45,34,36,13,"sorry2022anyere"
49,62,43,48,11,"deathcabforcutie2022aspows"
40.0714285714286,56,32,38.5,14,"daphni2022cherry"
43.5833333333333,56,9,45,12,"viagraboys2022cavrld"
37.1818181818182,44,32,37,11,"thecometiscoming2022hypeam"
29.3,37,23,30,10,"workingmensclub2022feaear"
29.7272727272727,39,24,28,11,"katyjpearson2022souing"
72.3636363636364,84,65,70,11,"the19752022beiage"
36.4,48,29,35.5,10,"nikkilane2022dennds"
41.25,51,33,41,12,"conwaythemachine2022godkes"
29.0714285714286,38,24,27.5,14,"cavein2022healum"
17.7857142857143,28,14,16,14,"billorcutt2022musars"
36.4615384615385,46,31,36,13,"porridgeradio2022watsky"
35.1,41,30,34.5,10,"courtneymarieandrews2022looure"
38.1111111111111,45,33,38,9,"builttospill2022wheame"
46.4,54,43,45.5,10,"plains2022iwaays"
34,42,28,34,15,"kojeyradical2022reaile"
10.25,15,6,10,8,"matmos2022regfer"
36.7142857142857,41,33,37,7,"richarddawson2022theord"
47.5333333333333,56,41,47,15,"orvillepeck2022bronco"
67.3636363636364,74,62,68,11,"rammstein2022zeieit"
19.9230769230769,27,17,18,13,"aplacetoburystrangers2022seeyou"
32.8571428571429,42,27,31,7,"dawes2022misler"
16,26,11,15,11,"empath2022vistor"
46.5,54,39,46.5,2,"boris2022ww"
50.7333333333333,72,43,50,15,"aurora2022theuch"
34.1818181818182,50,26,31,11,"marlonwilliams2022mybboy"
31.3333333333333,37,27,30,12,"wildpink2022ilyysm"
70.8,88,60,69,10,"stevelacy2022gemhts"
54.3333333333333,64,48,53.5,12,"maggierogers2022surder"
34.75,37,31,35.5,4,"fkatwigs2022capape"
44.8571428571429,51,41,45,14,"themarsvolta2022thelta"
54.9090909090909,60,51,54,11,"firstaidkit2022palino"
19.5714285714286,27,15,18,7,"sunraarkestra2022livsky"
20.5,29,16,20.5,10,"superchunk2022wiless"
40.1,47,37,39,10,"bonnylighthorseman2022rololy"
32.8,40,27,32.5,10,"tysegall2022helohi"
41.9,49,37,41,10,"oliversim2022hidard"
25.5,36,21,24.5,10,"campcope2022runane"
38.8,55,32,38,10,"sharonvanetten2022wevong"
33.7,45,29,30.5,10,"thelindalindas2022grogup"
26.2,34,22,24.5,10,"craigfinn2022aleals"
35.6363636363636,44,32,35,11,"goldpanda2022theork"
54,60,48,53,8,"vieuxfarkatouré2022aliali"
27,39,21,25,11,"tajmahal2022getard"
60.9444444444444,73,51,60,18,"megantheestallion2022traine"
61.75,70,57,60.5,12,"slipknot2022thefar"
62.0526315789474,82,50,62,19,"burnaboy2022lovini"
33.2,38,29,33,10,"theafghanwhigs2022howurn"
23.8333333333333,33,18,24,12,"ezrafurman2022allmes"
39.6,44,35,39.5,10,"brianeno2022forore"
26.125,34,21,26,16,"theorielles2022tabeau"
34.5714285714286,43,30,33,14,"skullcrusher2022quioom"
11.1428571428571,21,7,10,14,"lauraveirs2022fought"
31.1818181818182,42,24,31,11,"sasami2022squeze"
35.6,48,28,35,10,"perfumegenius2022uglson"
43.3,53,4,47,10,"blackmidi2022helire"
59.0588235294118,65,56,58,17,"brockhampton2022theily"
38.8181818181818,52,34,38,11,"sampathegreat2022asalow"
65.1666666666667,73,62,64.5,12,"stormzy2022thiean"
20.8,36,14,20,10,"seapower2022evever"
44.25,56,36,44.5,12,"altj2022theeam"
59,67,49,58,12,"charlixcx2022craash"
18.4,27,13,17.5,10,"shamir2022hetity"
9,15,5,8,11,"trupatrupa2022bflata"
32.2727272727273,42,27,30,11,"stelladonnelly2022floood"
30.9473684210526,40,23,29,19,"hudsonmohawke2022crygar"
40.3,47,34,41.5,10,"warpaint2022radhis"
39.25,46,35,38.5,12,"benjaminclementine2022andeen"
33.6666666666667,43,27,33,12,"catpower2022covers"
39.6,47,34,39,10,"osees2022afoorm"
60.5,68,56,59,16,"carlyraejepsen2022theime"
38.7692307692308,49,33,38,13,"eddievedder2022earing"
21.5,28,17,21.5,10,"kaitlynaureliasmith2022letund"
45.3333333333333,56,40,44,9,"metric2022forera"
59.3125,87,50,58.5,16,"omarapollo2022ivoory"
43.4545454545455,52,38,43,11,"jackwhite2022entive"
38.2666666666667,49,31,37,15,"kurtvile2022watves"
40.1,48,35,39,10,"santigold2022spials"
27.4285714285714,31,25,27,7,"tangerinedream2022rauaum"
18.6153846153846,24,15,18,13,"noage2022people"
39.6,48,34,39,10,"bandofhorses2022thieat"
35.5,50,28,34.5,12,"confidenceman2022tililt"
24.8333333333333,43,20,22.5,12,"caitlinrose2022cazimi"
23.375,29,18,23.5,8,"lorainejames2022buirme"
25,34,22,24,9,"drivebytruckers2022weliii"
56.3333333333333,60,51,57,15,"freddiegibbs2022oulely"
43.3846153846154,52,37,44,13,"toroymoi2022mahhal"
63.6666666666667,82,53,61.5,12,"lizzo2022speial"
58.25,72,52,57.5,16,"demilovato2022holvck"
33.5833333333333,39,28,34.5,12,"belleandsebastian2022abious"
27.3846153846154,36,22,26,13,"placebo2022nevego"
59.4285714285714,77,52,59.5,14,"beabadoobee2022beapia"
29.0833333333333,41,22,27,12,"rollingblackoutscoastalfever2022endoms"
16.1,27,11,15.5,20,"timburgess2022typsic"
46.3333333333333,55,39,46.5,12,"kingprincess2022holaby"
20.1666666666667,38,13,20.5,12,"softcell2022hapded"
15.0909090909091,27,10,14,11,"midlake2022forods"
7.91666666666667,15,4,7,12,"neilyoungcrazyhorse2022toaast"
26.3333333333333,35,21,26.5,12,"stars2022froill"
57.2727272727273,62,52,56,11,"architects2022therit"
17.3333333333333,23,14,17,9,"dungen2022enänog"
31.8888888888889,40,25,31,9,"melodysechochamber2022emonal"
19,32,12,18,13,"phifedawg2022forver"
35.75,42,30,35,12,"gillaband2022mosmal"
36.8181818181818,44,32,35,11,"thebigmoon2022hering"
28,35,21,28,2,"herculesloveaffair2022inaber"
50.1111111111111,58,44,51,9,"korn2022reqiem"
56.9166666666667,67,0,61,12,"tovelo2022dirmme"
42,60,36,41,15,"honeydijon2022blagic"
24.2222222222222,33,19,24,9,"kellyleeowens2022lp8lp8"
45.5,55,38,44.5,12,"sigrid2022howtgo"
39.0909090909091,48,33,37,11,"hotchip2022frease"
40.5294117647059,58,29,40,17,"earthgang2022gheods"
34.2222222222222,41,29,35,9,"animalcollective2022timffs"
26.8,42,19,25,10,"kiwijr2022choper"
29,41,23,28,12,"momma2022houame"
41.6923076923077,52,36,41,13,"thechats2022getked"
29.4,39,24,27.5,10,"caroline2022carine"
38.3076923076923,49,33,37,13,"gangofyouths2022angime"
25.0833333333333,43,17,22.5,12,"sunflowerbean2022heagar"
29.9230769230769,44,22,31,13,"aliceglass2022preyiv"
40.125,49,36,39.5,8,"lykkeli2022eyeeye"
14.25,20,10,13.5,20,"andyouwillknowusthetrailofdead2022xibnow"
33.7,49,26,34,10,"bonnieraitt2022jushat"
10.2142857142857,16,5,9.5,14,"variousartists2022oceono"
38.8235294117647,66,0,39,17,"flomilli2022youeho"
43.2352941176471,55,34,42,17,"ambermark2022threep"
47.8333333333333,81,2,44,12,"camilacabello2022famlia"
36.8,43,32,37,10,"reginaspektor2022homter"
29.2,33,26,29,10,"cypresshill2022bacack"
39.5454545454545,53,33,38,11,"andrewbird2022insems"
51.4615384615385,61,45,51,13,"ozzyosbourne2022pater9"
36.375,47,28,35,8,"boyharsher2022theack"
25.5625,46,0,37,16,"sylvanesso2022norndy"
40.7142857142857,51,34,39,14,"everythingeverything2022raweel"
31.2631578947368,43,27,31,19,"maryjblige2022gooous"
24.75,29,22,24.5,8,"willsheff2022notial"
25.3,37,19,25,10,"yumizouma2022prense"
47.3333333333333,54,41,46,9,"brokenbells2022intlue"
43.1666666666667,51,37,41,12,"jackwhite2022feaawn"
59.6153846153846,76,6,62,13,"tatemcrae2022iusfly"
20.875,31,14,20.5,16,"thewaterboys2022allill"
43.0833333333333,48,40,43,12,"teganandsara2022cryaby"
41.8333333333333,50,34,42,12,"kasabian2022theria"
44,51,38,42.5,10,"lupefiasco2022driion"
56.7333333333333,61,53,56,15,"brucespringsteen2022onlive"
23.7777777777778,32,17,23,9,"cowboyjunkies2022sonion"
55.5714285714286,70,47,54.5,14,"joeybada2022200000"
25.1,41,18,22.5,10,"whybonnie202290iber"
44.4285714285714,58,37,41.5,14,"liamgallagher2022cmonow"
21.75,35,15,20,12,"flohio2022outart"
37.2,49,31,35.5,10,"lucius2022secure"
53.6666666666667,61,46,53,12,"bonobo2022frants"
22.2,30,18,21,5,"sonicyouth2022inotin"
39.6666666666667,50,34,38,12,"themountaingoats2022bleout"
54.3333333333333,69,47,53,12,"avrillavigne2022lovsux"
44.8461538461538,52,40,44,13,"christineandthequeens2022redles"
38.45,48,31,38,20,"mountkimbie2022mk3ing"
49.5454545454545,62,43,49,11,"foals2022lifurs"
34.9090909090909,45,28,32,11,"losbitchos2022letgin"
8.66666666666667,19,4,6,12,"silverbacks2022arcial"
23.7,36,18,23,10,"pillowqueens2022leaton"
53.8,59,49,54,10,"arcadefire2022wewe"
38.9090909090909,49,33,39,11,"pinegrove2022111111"
43.9166666666667,52,39,43.5,12,"pixies2022dogrel"
51.6,68,45,49,10,"theblackkeys2022drogie"
68.7142857142857,90,60,67,14,"drake2022honind"
32.8333333333333,44,27,31.5,12,"hatchie2022givway"
16,30,8,12.5,12,"bodega2022broent"
35.2222222222222,41,30,34,9,"alexcameron2022oxysic"
22.4285714285714,35,17,21,7,"poliça2022madess"
23,28,20,22.5,12,"sloan2022steady"
40.05,48,3,44.5,20,"bastille2022givure"
38.3333333333333,57,0,38,15,"mabel2022aboght"
41.8333333333333,59,32,42.5,12,"thewombats2022fixrld"
29.8571428571429,35,25,30,7,"preoccupations2022arrnts"
23.1666666666667,36,18,22,12,"girlpool2022foress"
43.7272727272727,51,39,44,11,"interpol2022theeve"
19,31,11,19,11,"sineadobrien2022timwer"
37.6666666666667,50,32,37,9,"metronomy2022smarld"
27.4166666666667,34,23,26.5,12,"eels2022extaft"
48.6923076923077,59,40,48,13,"flume2022palces"
46.8125,57,40,45,16,"kinggizzardthelizardwizard2022omnrum"
43.3846153846154,56,36,41,13,"palewaves2022unwted"
61.4,66,57,61,10,"muse2022wilple"
37.5294117647059,58,0,39,17,"yearsyears2022nigall"
56.3529411764706,65,52,55,17,"redhotchilipeppers2022unlove"
48.7142857142857,66,1,49,14,"cordae2022froiew"
20.1818181818182,29,14,19,11,"shearwater2022theing"
30.9090909090909,43,25,30,11,"mileskane2022chahow"
31.9,38,27,31.5,10,"porcupinetree2022cloion"
47.1538461538462,62,42,46,13,"mayahawke2022mososs"
13.7272727272727,32,8,11,11,"mattiel2022geohic"
38.3846153846154,54,29,37,13,"banks2022serina"
61.5454545454545,84,51,57,11,"rexorangecounty2022whores"
54.4615384615385,72,6,61,13,"fredagain2022act022"
29.6923076923077,37,24,29,13,"superorganism2022worpop"
74.125,83,69,72.5,8,"blackpink2022borink"
49.2,55,44,49.5,10,"marcusmumford2022selled"
60.4117647058824,66,56,59,17,"redhotchilipeppers2022reteen"
63.5625,88,52,60.5,16,"future2022ineyou"
52.3333333333333,64,45,52,12,"yungblud2022yunlud"
68.2142857142857,89,55,69,14,"postmalone2022tweche"
37.4,51,30,36,10,"mø2022motome"
32.2727272727273,46,23,30,11,"stpaulthebrokenbones2022theast"
26.3571428571429,48,0,23.5,14,"rogereno2022theear"
52,70,44,50,16,"aitch2022cloome"
55.0769230769231,69,46,54,13,"lauv2022alling"
17.2,24,12,17,10,"nenehcherry2022theons"
46.0909090909091,55,38,46,11,"muramasa2022demime"
71.15,81,65,70.5,20,"lilbaby2022itsyme"
33.75,46,24,31.5,12,"blocparty2022alpmes"
42.4166666666667,54,37,41.5,12,"turnover2022mysway"
37.5,46,31,36,12,"whitney2022spaark"
37.3333333333333,52,29,35,12,"twodoorcinemaclub2022keeing"
84.9375,96,78,85,16,"drake2022heross"
28.3636363636364,36,24,28,11,"julianlennon2022judude"
55.5714285714286,70,44,54,14,"calvinharris2022funol2"
41.0833333333333,59,34,38.5,12,"2chainz2022dopelf"
62.6875,75,50,61.5,16,"machinegunkelly2022maiout"
64.8,85,57,61,15,"jackharlow2022comyou"
33.9230769230769,39,30,34,13,"jeffbeck20221818"
